ANHO,MES,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SECTOR,CATEGORIA,CO_IPRESS,RAZON_SOC,CA_CONSULTORIOS,CA_CONSULTORIOS_FN,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_SERUM,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,CA_ODONTOLOGOS,CA_PSICOLOGOS,CA_NUTRICIONISTAS,CA_TECNOLOGOS_MEDICOS,CA_OBSTETRICES,CA_FARMACEUTICOS,CA_AUXILIARES,CA_OTROS_PROF,CA_AMBULANCIAS
2018,4,120604,JUNIN,SATIPO,MAZAMARI,GOBIERNO REGIONAL,I-2,435,CAPIRUSHARI,5,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,4,120603,JUNIN,SATIPO,LLAYLLA,GOBIERNO REGIONAL,I-2,491,HERMOSA PAMPA,4,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2018,4,120606,JUNIN,SATIPO,PANGOA,GOBIERNO REGIONAL,I-1,439,SAN CRISTOBAL,4,19,0,1,0,1,1,0,0,0,0,1,0,1,0,0
2018,4,21801,ANCASH,SANTA,CHIMBOTE,PRIVADO,0,15996,CENTRO DE DIALISIS DEL SANTA - CEDISAN,2,2,0,4,0,0,5,0,1,1,0,0,0,7,3,0
2018,4,120306,JUNIN,CHANCHAMAYO,VITOC,GOBIERNO REGIONAL,I-1,360,UTCUYACU,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,4,120306,JUNIN,CHANCHAMAYO,VITOC,GOBIERNO REGIONAL,I-2,358,VITOC,5,5,0,1,1,0,1,1,0,0,0,2,0,4,0,1
2018,4,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-4,354,SAN RAMON,21,21,12,7,0,0,18,3,2,1,0,12,1,42,7,1
2018,4,120419,JUNIN,JAUJA,MONOBAMBA,GOBIERNO REGIONAL,I-1,363,CHACAYBAMBA,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,4,120416,JUNIN,JAUJA,MASMA,GOBIERNO REGIONAL,I-1,361,UCHUBAMBA,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2018,4,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-2,355,NARANJAL,4,4,0,1,1,0,0,0,0,0,0,1,0,2,0,0
2018,4,120419,JUNIN,JAUJA,MONOBAMBA,GOBIERNO REGIONAL,I-2,362,MONOBAMBA,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2018,4,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-1,357,PEDREGAL,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,4,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-1,356,LA ESPERANZA,3,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2018,4,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,8351,CLINICAS SAN BERNARDO S.A.,5,5,22,76,0,0,5,0,0,1,3,0,1,13,0,1
2018,4,50302,AYACUCHO,HUANCA SANCOS,CARAPO,GOBIERNO REGIONAL,I-2,3637,PORTA CRUZ,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,4,50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,GOBIERNO REGIONAL,I-1,11458,SAN MARTIN DE TIO PAMPA,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,4,50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,GOBIERNO REGIONAL,I-1,3645,SANTA ROSA COCHAS,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,4,50302,AYACUCHO,HUANCA SANCOS,CARAPO,GOBIERNO REGIONAL,I-2,3641,CARAPO,4,4,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2018,4,50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,GOBIERNO REGIONAL,I-2,3646,SAN JOSE DE HUARCAYA,4,4,0,1,1,0,2,0,0,0,0,1,0,1,0,0
2018,4,50303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,GOBIERNO REGIONAL,I-2,3643,SACSAMARCA,9,9,0,1,1,0,2,1,0,0,0,1,0,3,0,1
2018,1,20105,ANCASH,HUARAZ,INDEPENDENCIA,GOBIERNO REGIONAL,I-1,1573,PUESTO DE SALUD PARIA,2,8,0,0,0,0,2,0,0,0,0,1,0,2,0,0
2018,1,30301,APURIMAC,ANTABAMBA,ANTABAMBA,ESSALUD,I-2,11217,CENTRO DE ATENCION PRIMARIA I ANTABAMBA,4,4,0,1,1,0,1,1,0,0,0,1,0,0,2,1
2018,2,50203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,GOBIERNO REGIONAL,I-2,3508,CHANQUIL,7,6,6,0,1,0,2,1,0,0,0,1,0,0,1,1
2018,2,30105,APURIMAC,ABANCAY,HUANIPACA,GOBIERNO REGIONAL,I-3,2670,HUANIPACA,15,15,0,2,0,0,2,2,0,0,0,1,0,7,1,1
2018,2,40702,AREQUIPA,ISLAY,COCACHACRA,GOBIERNO REGIONAL,I-2,1452,PUESTO DE SALUD EL FISCAL,3,3,0,4,1,0,2,0,0,1,0,1,0,3,0,0
2018,2,21401,ANCASH,OCROS,OCROS,GOBIERNO REGIONAL,I-2,1755,PUESTO DE SALUD OCROS,6,6,0,0,1,0,2,0,0,0,0,2,0,2,0,0
2018,2,20101,ANCASH,HUARAZ,HUARAZ,GOBIERNO REGIONAL,I-1,1556,PUESTO DE SALUD COYLLUR,4,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,2,20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,GOBIERNO REGIONAL,I-1,1502,PUESTO DE SALUD LLACLLA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,2,20305,ANCASH,ANTONIO RAIMONDI,MIRGAS,GOBIERNO REGIONAL,I-1,1854,PUESTO DE SALUD SAN JOSE DE ILLAURO,3,3,0,0,1,0,1,0,0,0,0,1,0,2,0,0
2018,2,70101,CALLAO,CALLAO,CALLAO,PRIVADO,I-3,21094,LIMATAMBO SEDE MINKA II,7,7,0,15,0,0,2,7,1,3,1,0,0,3,0,0
2018,4,110201,ICA,CHINCHA,CHINCHA ALTA,PRIVADO,I-3,9659,CLÍNICA SOLDEVILLA,3,9,9,9,0,0,4,0,1,1,1,2,1,4,3,0
2018,4,51011,AYACUCHO,VICTOR FAJARDO,SARHUA,GOBIERNO REGIONAL,I-1,3511,AUQUILLA,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,4,50204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,GOBIERNO REGIONAL,I-3,3509,POMABAMBA,1,1,3,3,1,0,4,2,1,0,0,5,1,6,4,1
2018,4,50202,AYACUCHO,CANGALLO,CHUSCHI,GOBIERNO REGIONAL,I-1,3504,CANCHA CANCHA,2,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,4,50202,AYACUCHO,CANGALLO,CHUSCHI,GOBIERNO REGIONAL,I-1,3503,CHACOLLA,4,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,4,50202,AYACUCHO,CANGALLO,CHUSCHI,GOBIERNO REGIONAL,I-3,3502,CHUSCHI,9,9,8,3,1,0,4,2,1,0,0,4,1,5,1,1
2018,4,51011,AYACUCHO,VICTOR FAJARDO,SARHUA,GOBIERNO REGIONAL,I-1,3505,TOMANGA,4,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,4,51011,AYACUCHO,VICTOR FAJARDO,SARHUA,GOBIERNO REGIONAL,I-2,3512,SARHUA,3,3,0,1,1,0,2,0,0,0,0,1,0,1,0,0
2018,4,51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,GOBIERNO REGIONAL,I-1,3510,CARAMPA,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,4,51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,GOBIERNO REGIONAL,I-1,3832,PATARA,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,4,51011,AYACUCHO,VICTOR FAJARDO,SARHUA,GOBIERNO REGIONAL,I-1,3500,CHUQUI HUARCAYA,8,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,5,220801,SAN MARTIN,RIOJA,RIOJA,ESSALUD,I-4,21003,CENTRO MEDICO RIOJA - ESSALUD,8,13,6,11,0,0,9,1,1,1,1,1,1,11,9,2
2018,5,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,8388,TG LASER OFTALMICA S.A.,6,6,0,10,0,0,1,0,0,0,0,0,1,2,0,0
2018,5,150103,LIMA,LIMA,ATE,ESSALUD,II-1,8353,ESSALUD - HOSPITAL II VITARTE,37,58,68,106,0,24,89,5,2,3,16,2,4,153,44,1
2018,5,10201,AMAZONAS,BAGUA,BAGUA,GOBIERNO REGIONAL,II-1,5044,HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN,8,12,90,33,0,0,53,2,2,1,8,20,4,82,0,3
2018,5,180301,MOQUEGUA,ILO,ILO,GOBIERNO REGIONAL,II-1,2818,HOSPITAL ILO,9,11,45,33,0,0,44,4,3,2,3,16,2,72,15,1
2018,5,61102,CAJAMARCA,SAN MIGUEL,BOLIVAR,GOBIERNO REGIONAL,I-2,4534,BOLIVAR,3,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0
2018,5,61110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,GOBIERNO REGIONAL,I-2,4537,CASA BLANCA,3,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0
2018,5,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,0,23901,INSTITUTO DE GAMMA KNIFE DEL PACIFICO SAC,1,1,2,4,0,0,1,0,0,0,1,0,0,0,2,0
2018,5,150112,LIMA,LIMA,INDEPENDENCIA,PRIVADO,I-3,17820,INTEGRAMÉDICA MEGAPLAZA,82,53,0,57,0,0,5,11,4,1,9,0,1,16,0,0
2018,5,211301,PUNO,YUNGUYO,YUNGUYO,GOBIERNO REGIONAL,II-1,3349,YUNGUYO,3,3,31,9,0,0,40,4,3,2,1,9,3,23,29,2
2018,6,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ESSALUD,I-3,13012,CENTRO DE ATENCIÓN PRIMARIA III SAN JUAN DE MIRAFLORES,0,52,0,26,0,0,21,5,2,1,5,5,1,21,2,0
2018,6,180106,MOQUEGUA,MARISCAL NIETO,TORATA,ESSALUD,I-3,16151,CENTRO DE ATENCION PRIMARIA II TORATA,1,1,0,1,0,0,2,2,1,0,0,1,0,2,0,1
2018,6,40809,AREQUIPA,LA UNION,TAURIA,GOBIERNO REGIONAL,I-2,1470,PUESTO DE SALUD TAURIA,2,4,0,1,1,0,1,0,0,0,0,0,0,1,0,1
2018,6,230101,TACNA,TACNA,TACNA,PRIVADO,II-1,15875,PROMEDIC ,35,31,5,74,0,0,5,6,0,0,0,0,5,6,0,1
2018,6,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,II-1,9250,CLINICA BELLAVISTA,14,38,20,121,0,0,33,0,2,2,8,0,2,46,0,0
2018,6,120504,JUNIN,JUNIN,ULCUMAYO,GOBIERNO REGIONAL,I-1,538,LLAUPI,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,6,50909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,GOBIERNO REGIONAL,I-1,6900,VISTA ALEGRE - SUCRE,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,6,120804,JUNIN,YAULI,MARCAPOMACOCHA,GOBIERNO REGIONAL,I-1,562,SAN FRANCISCO DE YANTAC,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,6,40805,AREQUIPA,LA UNION,PAMPAMARCA,GOBIERNO REGIONAL,I-2,1460,PUESTO DE SALUD MUNGUI,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2018,6,40811,AREQUIPA,LA UNION,TORO,GOBIERNO REGIONAL,I-2,1458,PUESTO DE SALUD CASPI,3,6,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,6,40803,AREQUIPA,LA UNION,CHARCANA,GOBIERNO REGIONAL,I-2,1467,PUESTO DE SALUD CHARCANA,4,8,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2018,6,40803,AREQUIPA,LA UNION,CHARCANA,GOBIERNO REGIONAL,I-2,1466,PUESTO DE SALUD ANDAMARCA,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2018,6,40811,AREQUIPA,LA UNION,TORO,GOBIERNO REGIONAL,I-2,1457,PUESTO DE SALUD TORO,3,6,0,1,1,0,1,0,0,0,0,1,0,1,0,1
2018,6,21408,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,GOBIERNO REGIONAL,I-1,1762,PUESTO DE SALUD RAJAN,2,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0
2018,6,20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,GOBIERNO REGIONAL,I-1,1491,PUESTO DE SALUD HUAYLLACAYAN,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2018,6,21710,ANCASH,RECUAY,TICAPAMPA,GOBIERNO REGIONAL,I-1,1475,PUESTO DE SALUD CAYAC,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,6,20105,ANCASH,HUARAZ,INDEPENDENCIA,GOBIERNO REGIONAL,I-1,1573,PUESTO DE SALUD PARIA,2,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0
2018,6,20601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,1518,PUESTO DE SALUD TAURIPAMPA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,6,20513,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,1499,PUESTO DE SALUD PACLLON,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,6,21710,ANCASH,RECUAY,TICAPAMPA,GOBIERNO REGIONAL,I-1,1474,PUESTO DE SALUD TICAPAMPA,6,4,0,1,0,0,1,1,0,0,0,1,0,6,0,0
2018,6,20202,ANCASH,AIJA,CORIS,GOBIERNO REGIONAL,I-2,1509,PUESTO DE SALUD CORIS,4,4,3,1,1,0,1,1,0,0,0,1,0,3,0,1
2018,6,20402,ANCASH,ASUNCION,ACOCHACA,GOBIERNO REGIONAL,I-2,1541,PUESTO DE SALUD ACOCHACA,4,4,0,0,1,0,1,1,0,0,0,1,0,0,0,1
2018,6,20611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,1532,PUESTO DE SALUD TRIGOPAMPA,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,6,20601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,1520,PUESTO DE SALUD PARIACACA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,6,20204,ANCASH,AIJA,LA MERCED,GOBIERNO REGIONAL,I-1,1514,PUESTO DE SALUD SANTA  CRUZ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,6,20606,ANCASH,CARHUAZ,MARCARA,GOBIERNO REGIONAL,I-1,1535,PURHUAY,4,5,0,1,0,0,1,1,0,0,0,1,0,2,0,0
2018,6,20611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-3,1529,CENTRO DE SALUD YUNGAR,4,4,0,0,1,0,2,1,0,0,0,1,0,3,1,0
2018,6,20513,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,1500,PUESTO DE SALUD LLAMAC,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,6,20504,ANCASH,BOLOGNESI,AQUIA,GOBIERNO REGIONAL,I-2,1494,PUESTO DE SALUD AQUIA,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2018,6,100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,GOBIERNO REGIONAL,I-1,7720,QUIPRAN,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,6,100101,HUANUCO,HUANUCO,HUANUCO,GOBIERNO REGIONAL,II-2,754,HOSPITAL REGIONAL HERMILIO VALDIZAN,13,8,138,78,1,11,152,4,6,4,4,61,2,253,4,0
2018,6,150116,LIMA,LIMA,LINCE,PRIVADO,II-1,15904,RED DE SALUD CLINICA S.A.C.,16,24,22,24,0,8,20,2,1,1,8,6,1,12,8,0
2018,6,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-1,9696,LIBERTADORES DE CHOPCCA,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2018,6,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-2,6823,PUESTO DE SALUD CHOPCCAPAMPA,4,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,6,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,GOBIERNO REGIONAL,II-1,308,HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO CESAR DEMARINI CARO,23,46,95,46,0,0,86,7,4,5,13,43,8,145,4,1
2018,6,70106,CALLAO,CALLAO,VENTANILLA,GOBIERNO REGIONAL,I-2,6262,P.S. HIJOS DEL ALMIRANTE GRAU,8,13,0,3,0,0,6,3,1,1,0,3,0,7,1,0
2018,1,120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,GOBIERNO REGIONAL,I-3,691,STA. ROSA DE OCOPA,7,7,0,2,1,0,2,1,0,0,0,2,0,2,1,0
2018,2,50201,AYACUCHO,CANGALLO,CANGALLO,GOBIERNO REGIONAL,I-1,3495,HUAHUAPUQUIO,6,5,5,0,0,0,1,0,0,0,0,0,0,0,1,1
2018,1,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,18667,CLINICA ARROYO,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,150116,LIMA,LIMA,LINCE,PRIVADO,II-1,9145,CLINICA MONTE SINAI,3,8,15,9,0,0,4,0,0,0,3,0,1,6,1,1
2018,1,30106,APURIMAC,ABANCAY,LAMBRAMA,GOBIERNO REGIONAL,I-1,2651,SIUSAY,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,21001,ANCASH,HUARI,HUARI,GOBIERNO REGIONAL,II-1,1813,HOSPITAL DE APOYO HUARI,5,5,29,9,0,0,13,2,1,0,1,8,2,40,2,2
2018,1,21303,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,GOBIERNO REGIONAL,I-1,1786,PUESTO DE SALUD PAMPACHACRA,2,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0
2018,2,30301,APURIMAC,ANTABAMBA,ANTABAMBA,ESSALUD,I-2,11217,CENTRO DE ATENCION PRIMARIA I ANTABAMBA,4,4,0,1,1,0,1,1,0,0,0,1,0,0,2,1
2018,2,50201,AYACUCHO,CANGALLO,CANGALLO,GOBIERNO REGIONAL,I-1,3496,HUANCARUCMA,6,5,7,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,2,50201,AYACUCHO,CANGALLO,CANGALLO,GOBIERNO REGIONAL,I-1,3497,PUTICA,5,6,5,0,0,0,1,0,0,0,0,1,0,0,1,0
2018,2,51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,GOBIERNO REGIONAL,I-1,3498,ALCAMENCA,5,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,2,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNO REGIONAL,II-1,210,HOSPITAL SANTA GEMA DE  YURIMAGUAS,12,10,65,62,5,0,17,2,2,2,1,22,4,54,93,2
2018,2,30104,APURIMAC,ABANCAY,CURAHUASI,GOBIERNO REGIONAL,I-2,2639,SAN LUIS,4,4,0,1,1,0,1,1,0,0,0,1,0,0,2,0
2018,1,30410,APURIMAC,AYMARAES,POCOHUANCA,GOBIERNO REGIONAL,I-1,7027,CHANTA,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,2,150129,LIMA,LIMA,SAN BARTOLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,19390,POSTA MEDICA ETS. PNP. SAN BARTOLO,6,6,0,2,2,0,4,1,2,1,0,1,0,14,0,1
2018,2,100201,HUANUCO,AMBO,AMBO,ESSALUD,I-3,9957,CENTRO MEDICO LEONCIO PRADO - AMBO,8,8,0,2,0,0,3,1,1,0,3,2,0,9,0,1
2018,2,40101,AREQUIPA,AREQUIPA,AREQUIPA,PRIVADO,II-E,11995,CLINICA ALMONTE SAC,4,8,2,5,0,0,3,0,0,0,0,0,1,1,5,1
2018,2,51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,GOBIERNO REGIONAL,I-1,3850,SAN FRANCISCO DE PUJAS,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,2,50112,AYACUCHO,HUAMANGA,SOCOS,GOBIERNO REGIONAL,I-1,6838,LUYANTA,4,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,2,200104,PIURA,PIURA,CASTILLA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,10679,"POLICLINICO PNP ""ALMIRANTE MIGUEL GRAU""",8,8,13,11,4,0,5,2,3,0,1,3,1,38,1,1
2018,2,100202,HUANUCO,AMBO,CAYNA,GOBIERNO REGIONAL,I-1,7308,QUIO,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,2,210801,PUNO,MELGAR,AYAVIRI,GOBIERNO REGIONAL,II-1,3156,SAN JUAN DE DIOS (AYAVIRI),11,11,56,19,0,0,29,3,1,2,0,11,2,57,8,2
2018,2,21904,ANCASH,SIHUAS,CASHAPAMPA,GOBIERNO REGIONAL,I-1,1798,PUESTO DE SALUD PASACANCHA,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2018,2,51102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,GOBIERNO REGIONAL,I-2,3841,ACCOMARCA,5,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0
2018,2,50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,GOBIERNO REGIONAL,I-3,3602,SANTA ELENA,16,15,6,5,0,0,13,5,4,0,0,9,3,20,13,1
2018,2,30402,APURIMAC,AYMARAES,CAPAYA,GOBIERNO REGIONAL,I-1,7439,MOSECCA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,GOBIERNO REGIONAL,I-1,11354,YANAMA,6,5,0,0,0,0,4,0,0,0,0,2,0,1,0,0
2018,2,110101,ICA,ICA,ICA,PRIVADO,II-1,9660,SEÑOR DE LUREN DE ICA,22,44,14,85,0,0,13,2,2,1,2,2,1,13,1,1
2018,2,150131,LIMA,LIMA,SAN ISIDRO,ESSALUD,I-2,15471,CENTRO DE ATENCION PRIMARIA-CAP III SAN ISIDRO-ESSALUD,7,9,0,11,0,0,5,3,0,1,2,1,2,8,6,0
2018,2,21903,ANCASH,SIHUAS,ALFONSO UGARTE,GOBIERNO REGIONAL,I-1,1805,PUESTO DE SALUD ULLOLLUCO,4,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2018,2,150108,LIMA,LIMA,CHORRILLOS,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,18660,POLICLINICO ESCUELA DE OFICIALES PNP,6,6,0,4,0,0,3,3,1,0,1,2,0,29,0,1
2018,2,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,GOBIERNO REGIONAL,I-3,1300,APURIMAC,1,1,0,2,0,0,4,2,1,1,0,2,0,5,2,0
2018,2,190307,PASCO,OXAPAMPA,VILLA RICA,ESSALUD,I-3,9761,CENTRO MEDICO DE VILLA RICA,13,13,0,3,0,0,4,1,1,1,2,1,0,2,2,0
2018,2,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,GOBIERNO REGIONAL,I-1,959,COTOMONILLO,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018,2,30703,APURIMAC,GRAU,MARISCAL GAMARRA,GOBIERNO REGIONAL,I-1,11524,SAPSI,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,2,50113,AYACUCHO,HUAMANGA,TAMBILLO,GOBIERNO REGIONAL,I-1,3604,HUAYHUACONDO,6,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2018,1,30409,APURIMAC,AYMARAES,LUCRE,GOBIERNO REGIONAL,I-1,7346,SICUNA,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,1,30409,APURIMAC,AYMARAES,LUCRE,GOBIERNO REGIONAL,I-1,7416,CAYHUACHAHUA,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,1,30414,APURIMAC,AYMARAES,TAPAIRIHUA,GOBIERNO REGIONAL,I-1,7693,LAYME,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018,2,21014,ANCASH,HUARI,SAN MARCOS,GOBIERNO REGIONAL,I-1,1822,PUESTO DE SALUD CHALHUAYACO,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2018,2,120606,JUNIN,SATIPO,PANGOA,GOBIERNO REGIONAL,I-1,439,SAN CRISTOBAL,4,6,0,1,0,1,1,0,0,0,0,1,0,1,0,0
2018,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,GOBIERNO REGIONAL,III-1,11470,HOSPITAL REGIONAL LAMBAYEQUE,37,42,178,238,0,47,281,4,5,18,60,19,12,330,26,3
2018,2,30304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,GOBIERNO REGIONAL,I-1,2685,SILCO,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2018,2,210101,PUNO,PUNO,PUNO,ESSALUD,II-2,9215,HOSPITAL III BASE  (PUNO) - RED ASISTENCIAL PUNO,34,64,75,125,0,16,92,8,1,8,17,13,8,140,7,3
2018,2,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,GOBIERNO REGIONAL,I-3,1295,GENERALISIMO SAN MARTIN,14,27,0,4,0,0,6,2,1,1,1,5,2,11,0,0
2018,2,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-1,15914,SELVA DE ORO,9,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,2,120607,JUNIN,SATIPO,RIO NEGRO,GOBIERNO REGIONAL,I-2,502,CUSHIVIANI,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2018,3,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,11913,POSTA MEDICA PNP LA MERCED,2,2,0,2,2,0,3,0,0,0,0,0,0,7,0,0
2018,3,20101,ANCASH,HUARAZ,HUARAZ,PRIVADO,I-3,15962,CLINICA INTERNACIONAL S.A. - MEDICENTRO HUARAZ,8,7,0,7,0,0,1,3,1,0,0,0,0,1,7,0
2018,3,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,9505,OFTALMOSALUD,18,34,0,41,0,12,13,0,0,0,0,0,2,17,14,1
2018,3,20801,ANCASH,CASMA,CASMA,ESSALUD,0,9057,CENTRO MEDICO CASMA,10,12,0,6,0,0,6,1,0,1,2,1,1,13,0,1
