ANHO,MES,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SECTOR,CATEGORIA,CO_IPRESS,RAZON_SOC,CA_CONSULTORIOS,CA_CONSULTORIOS_FN,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_SERUM,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,CA_ODONTOLOGOS,CA_PSICOLOGOS,CA_NUTRICIONISTAS,CA_TECNOLOGOS_MEDICOS,CA_OBSTETRICES,CA_FARMACEUTICOS,CA_AUXILIARES,CA_OTROS_PROF,CA_AMBULANCIAS
2019,1,70101,CALLAO,CALLAO,CALLAO,GOBIERNO REGIONAL,I-4,6238,C.S. MARQUEZ,11,11,8,11,0,0,12,3,3,1,1,10,1,34,0,1
2019,1,230302,TACNA,JORGE BASADRE,ILABAYA,PRIVADO,II-1,18230,HOSPITAL TOQUEPALA,17,13,31,14,0,0,15,1,0,1,4,0,1,11,0,1
2019,1,120302,JUNIN,CHANCHAMAYO,PERENE,GOBIERNO REGIONAL,I-2,324,LOS ANGELES DE UBIRIKI,4,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2019,1,120302,JUNIN,CHANCHAMAYO,PERENE,GOBIERNO REGIONAL,I-1,332,ALTO SAN JUAN,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,1,50302,AYACUCHO,HUANCA SANCOS,CARAPO,GOBIERNO REGIONAL,I-2,3637,PORTA CRUZ,3,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0
2019,1,120303,JUNIN,CHANCHAMAYO,PICHANAQUI,GOBIERNO REGIONAL,I-3,344,LAS PALMAS,4,4,0,0,1,0,1,1,0,0,0,1,0,1,0,0
2019,1,40112,AREQUIPA,AREQUIPA,PAUCARPATA,GOBIERNO REGIONAL,I-3,1315,CENTRO DE SALUD CAMPO MARTE,7,11,0,3,0,0,3,2,2,0,0,3,0,7,4,0
2019,1,50302,AYACUCHO,HUANCA SANCOS,CARAPO,GOBIERNO REGIONAL,I-2,3641,CARAPO,4,4,0,1,1,0,1,1,0,0,0,1,0,0,1,0
2019,1,50303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,GOBIERNO REGIONAL,I-1,3642,PALLCA,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2019,1,50302,AYACUCHO,HUANCA SANCOS,CARAPO,GOBIERNO REGIONAL,I-1,3638,TAULLI,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019,1,40110,AREQUIPA,AREQUIPA,MIRAFLORES,GOBIERNO REGIONAL,I-3,1307,CENTRO DE SALUD MATEO PUMACAHUA,5,10,0,3,1,0,3,2,2,1,0,2,0,6,4,0
2019,1,40110,AREQUIPA,AREQUIPA,MIRAFLORES,GOBIERNO REGIONAL,I-2,1305,PUESTO DE SALUD TOMASA T. COMDEMAYTA,6,12,0,2,0,0,3,0,0,1,0,2,0,3,2,0
2019,1,120709,JUNIN,TARMA,TAPO,GOBIERNO REGIONAL,I-1,581,QUETA,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-2,4989,AMBULCO GRANDE,3,3,0,0,1,0,1,0,0,0,0,1,0,3,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-1,7748,CULLANMAYO,3,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-1,4990,YATUN,2,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-1,7697,CHUGUR,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-1,4988,LA COLCA,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2019,2,60601,CAJAMARCA,CUTERVO,CUTERVO,GOBIERNO REGIONAL,I-1,6787,SANTA ROSA DE TAPO,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,GOBIERNO REGIONAL,I-3,3562,VISTA ALEGRE,10,15,4,2,0,0,10,3,1,0,0,8,4,0,11,0
2019,2,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,GOBIERNO REGIONAL,I-4,1294,CENTRO DE SALUD MARIANO MELGAR,23,47,7,13,0,2,14,1,2,0,1,11,2,15,8,0
2019,2,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,GOBIERNO REGIONAL,I-2,1308,PUESTO DE SALUD ATALAYA,7,14,0,1,0,0,2,2,1,0,0,1,0,3,1,0
2019,2,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GOBIERNO REGIONAL,I-1,7714,AUQUE BAJO,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2019,2,100404,HUANUCO,HUACAYBAMBA,PINRA,GOBIERNO REGIONAL,I-2,885,HUARACILLO,3,3,0,1,1,0,1,0,0,0,0,2,0,3,0,0
2019,2,100502,HUANUCO,HUAMALIES,ARANCAY,GOBIERNO REGIONAL,I-2,905,ARANCAY,6,12,0,1,1,0,3,2,0,0,0,2,0,6,0,1
2019,2,120302,JUNIN,CHANCHAMAYO,PERENE,GOBIERNO REGIONAL,I-1,7362,UNION PUCUSANI,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2,120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,GOBIERNO REGIONAL,I-1,310,VILLA DORADA,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2019,2,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GOBIERNO REGIONAL,I-1,10544,AUQUE MIRADOR,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2,21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,ESSALUD,I-2,9926,POSTA MEDICA PISCOBAMBA,4,4,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2019,1,30104,APURIMAC,ABANCAY,CURAHUASI,ESSALUD,I-2,11216,CENTRO DE ATENCION PRIMARIA I CURAHUASI,4,4,0,1,1,0,2,1,0,0,0,1,0,1,1,0
2019,1,40701,AREQUIPA,ISLAY,MOLLENDO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,17336,POSTA MEDICA PNP ISLAY REGSAL XI DIRTEPOL AREQUIPA,1,2,0,1,0,0,2,0,0,0,0,1,1,4,0,0
2019,1,150141,LIMA,LIMA,SURQUILLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,12822,CENTRO ODONTOLOGICO PNP ANGAMOS,22,30,0,0,0,0,2,30,0,0,0,0,0,28,0,0
2019,1,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,GOBIERNO REGIONAL,I-3,3562,VISTA ALEGRE,10,15,4,2,0,0,10,3,1,0,0,8,4,0,11,0
2019,1,40501,AREQUIPA,CAYLLOMA,CHIVAY,ESSALUD,I-2,13292,POSTA MEDICA CHIVAY,4,4,0,1,0,0,1,1,0,0,0,1,0,1,0,0
2019,1,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,GOBIERNO REGIONAL,I-3,3560,CARMEN ALTO,16,20,0,5,0,0,16,4,2,1,0,10,2,22,6,1
2019,1,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,GOBIERNO REGIONAL,I-1,11354,YANAMA,6,5,0,0,0,0,3,0,0,0,0,2,0,1,0,0
2019,1,40128,AREQUIPA,AREQUIPA,YURA,GOBIERNO REGIONAL,I-3,1253,CENTRO DE SALUD CIUDAD DE DIOS,16,32,0,7,0,0,11,6,2,3,1,5,1,16,9,1
2019,1,40511,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,1255,PUESTO DE SALUD LLUTA,4,4,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2019,1,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ESSALUD,II-1,9067,HOSPITAL EL BUEN SAMARITANO,5,13,13,15,0,0,20,1,1,1,5,4,1,1,22,2
2019,1,40511,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,1256,PUESTO DE SALUD TAYA,4,4,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2019,1,40126,AREQUIPA,AREQUIPA,YANAHUARA,GOBIERNO REGIONAL,I-1,1241,PUESTO DE SALUD SUMBAY - CHASQUIPAMPA,2,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2019,1,40514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,GOBIERNO REGIONAL,I-1,1243,PUESTO DE SALUD PILLONES,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2019,1,120306,JUNIN,CHANCHAMAYO,VITOC,GOBIERNO REGIONAL,I-2,358,VITOC,5,5,0,1,1,0,1,1,0,0,0,2,0,4,0,1
2019,1,60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,GOBIERNO REGIONAL,I-1,10965,LA UNION,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,1,60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,GOBIERNO REGIONAL,I-2,4299,CHIMARA,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
2019,1,60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,GOBIERNO REGIONAL,I-2,4297,LA BALSA,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
2019,1,60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,GOBIERNO REGIONAL,I-2,4298,CESARA,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2019,1,120306,JUNIN,CHANCHAMAYO,VITOC,GOBIERNO REGIONAL,I-1,359,VISCATAN,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,1,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-2,355,NARANJAL,4,4,0,1,1,0,0,0,0,0,0,1,0,2,0,0
2019,1,120305,JUNIN,CHANCHAMAYO,SAN RAMON,GOBIERNO REGIONAL,I-1,357,PEDREGAL,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2019,1,211101,PUNO,SAN ROMAN,JULIACA,GOBIERNO REGIONAL,II-2,3299,CARLOS MONJE MEDRANO,32,36,188,97,0,24,160,7,3,4,3,34,5,118,73,3
2019,1,120427,JUNIN,JAUJA,RICRAN,GOBIERNO REGIONAL,I-2,419,RICRAN,5,5,0,0,1,0,1,1,0,0,0,1,0,1,0,0
2019,1,190307,PASCO,OXAPAMPA,VILLA RICA,ESSALUD,I-3,9761,CENTRO MEDICO DE VILLA RICA,15,15,0,5,0,0,3,1,1,1,1,1,0,2,2,0
2019,1,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,469,PUERTO OCOPA,12,9,0,1,1,0,3,1,1,1,0,3,1,11,0,2
2019,1,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-1,24567,CONUNIDAD NATIVA MAZAROVENI,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019,1,120433,JUNIN,JAUJA,YAULI,GOBIERNO REGIONAL,I-2,423,YAULI - JAUJA,7,7,0,1,0,0,2,1,0,0,0,1,0,3,1,0
2019,1,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,SANIDAD DEL EJERCITO DEL PERU,II-1,18659,HOSPITAL MILITAR DIVISIONARIO III DE AREQUIPA,25,30,41,19,0,0,28,16,3,0,0,8,3,55,2,2
2019,2,60801,CAJAMARCA,JAEN,JAEN,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,18950,POSTA MEDICA PNP JAEN,2,0,0,2,2,0,2,2,0,0,0,1,0,8,0,1
2019,2,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,10148,POLICLINICO POLICIAL PUCALLPA,8,10,0,3,2,0,6,1,4,1,1,1,1,9,0,1
2019,2,30601,APURIMAC,CHINCHEROS,CHINCHEROS,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,11894,PNP SANIDAD CHINCHEROS,4,4,0,2,2,0,1,1,1,0,0,1,0,2,0,0
2019,2,150106,LIMA,LIMA,CARABAYLLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,12664,POLICLINICO  PNP CARABAYLLO,6,7,0,4,1,0,3,3,3,0,6,1,0,15,0,1
2019,1,220501,SAN MARTIN,LAMAS,LAMAS,GOBIERNO REGIONAL,II-E,6352,HOSPITAL II-E LAMAS,15,13,16,8,0,0,9,2,1,0,0,7,2,2,41,1
2019,2,21801,ANCASH,SANTA,CHIMBOTE,PRIVADO,II-1,15375,CLINICA SAN PEDRO,32,34,20,57,0,0,11,2,1,1,4,2,1,5,4,1
2019,2,230301,TACNA,JORGE BASADRE,LOCUMBA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,20599,SANIDAD  EESTP  LOCUMBA,1,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
2019,2,211207,PUNO,SANDIA,SAN JUAN DEL ORO,GOBIERNO REGIONAL,I-4,3329,SAN JUAN DEL ORO,4,4,8,1,0,0,2,2,1,1,0,2,0,3,1,1
2019,2,211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,GOBIERNO REGIONAL,I-4,3328,PUTINA PUNCO,4,4,10,2,0,0,2,1,0,0,0,3,0,10,1,1
2019,1,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,GOBIERNO REGIONAL,I-3,2793,SAN MARTIN DE PORRES DE IBERIA,7,11,19,6,1,0,5,2,1,1,1,4,1,25,1,1
2019,1,110101,ICA,ICA,ICA,PRIVADO,II-1,13386,LAS CONDES SAC,5,8,8,36,0,0,8,0,0,0,1,1,1,3,1,0
2019,1,40306,AREQUIPA,CARAVELI,CAHUACHO,GOBIERNO REGIONAL,I-2,1379,PUESTO DE SALUD AYROCA,3,6,0,1,1,0,1,0,0,0,0,1,0,2,0,1
2019,1,40303,AREQUIPA,CARAVELI,ATICO,GOBIERNO REGIONAL,I-3,1349,CENTRO DE SALUD ATICO,5,10,1,3,0,0,5,2,1,0,0,1,0,4,0,1
2019,1,130401,LA LIBERTAD,CHEPEN,CHEPEN,ESSALUD,II-1,9954,HOSPITAL I CHEPEN ESSALUD,4,5,11,16,0,0,17,1,1,1,3,3,1,16,3,1
2019,1,100111,HUANUCO,HUANUCO,PILLCO MARCA,GOBIERNO REGIONAL,I-3,757,POTRACANCHA,22,41,0,8,0,0,22,4,2,0,0,15,0,2,26,1
2019,1,90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,GOBIERNO REGIONAL,I-3,3910,VIÑAS,8,9,0,1,1,0,2,1,1,0,0,2,0,3,1,1
2019,2,40702,AREQUIPA,ISLAY,COCACHACRA,GOBIERNO REGIONAL,I-3,1445,CENTRO DE SALUD COCACHACRA,7,14,0,8,2,0,9,2,1,2,0,8,0,9,3,2
2019,2,40702,AREQUIPA,ISLAY,COCACHACRA,GOBIERNO REGIONAL,I-2,1454,PUESTO DE SALUD LA PASCANA,3,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2019,2,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GOBIERNO REGIONAL,I-2,770,SANTIAGO DE LLACON,4,8,1,1,1,0,2,0,0,0,0,1,0,1,0,0
2019,2,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GOBIERNO REGIONAL,I-2,774,SANTA CRUZ DE RATACOCHA,3,6,0,1,1,0,1,0,0,0,0,1,0,2,0,0
2019,2,80105,CUSCO,CUSCO,SAN SEBASTIAN,GOBIERNO REGIONAL,II-E,25210,TUPAC AMARU,11,18,21,8,0,0,10,2,0,0,1,8,1,16,1,1
2019,2,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,GOBIERNO REGIONAL,I-2,7079,SAN MIGUEL DE MITOQUERA,3,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2019,2,40402,AREQUIPA,CASTILLA,ANDAGUA,GOBIERNO REGIONAL,I-1,1408,PUESTO DE SALUD SOPORO,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019,2,81005,CUSCO,PARURO,HUANOQUITE,GOBIERNO REGIONAL,I-2,2504,HUANOQUITE,7,11,0,2,1,0,3,1,1,0,0,3,0,7,0,0
2019,2,81004,CUSCO,PARURO,COLCHA,GOBIERNO REGIONAL,I-1,6978,CCOCHIRIHUAY,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2,81007,CUSCO,PARURO,PACCARITAMBO,GOBIERNO REGIONAL,I-2,2507,PACCARECTAMBO,4,4,0,1,1,0,0,0,0,0,0,1,0,2,0,0
2019,2,81006,CUSCO,PARURO,OMACHA,GOBIERNO REGIONAL,I-2,7147,PUESTO DE SALUD DE HUASQUILLAY,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,1
2019,2,81003,CUSCO,PARURO,CCAPI,GOBIERNO REGIONAL,I-2,2502,CCOYABAMBA,3,4,0,1,1,0,2,0,0,0,0,1,0,2,0,0
2019,2,40121,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,GOBIERNO REGIONAL,I-2,1335,CENTRO  DE SALUD SANTA RITA DE SIGUAS,12,9,0,3,2,0,3,1,0,0,0,2,0,3,1,1
2019,2,40402,AREQUIPA,CASTILLA,ANDAGUA,GOBIERNO REGIONAL,I-3,1387,CENTRO DE SALUD ANDAGUA,5,10,0,3,1,0,4,2,0,1,0,3,1,4,2,2
2019,2,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,GOBIERNO REGIONAL,I-2,880,QUICHIRRAGRA,4,4,0,1,1,0,2,1,0,0,0,0,0,6,0,0
2019,2,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,GOBIERNO REGIONAL,I-1,881,PUESTO DE SALUD DE RONDOBAMBA,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2019,2,100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,GOBIERNO REGIONAL,I-3,896,CHAVIN DE PARIARCA,6,9,2,2,0,0,3,1,1,0,0,3,0,9,0,1
2019,2,100404,HUANUCO,HUACAYBAMBA,PINRA,GOBIERNO REGIONAL,I-2,884,CAJAN,4,4,0,1,1,0,1,0,0,0,0,1,0,2,0,0
2019,2,100404,HUANUCO,HUACAYBAMBA,PINRA,GOBIERNO REGIONAL,I-2,883,PINRA,6,5,0,1,1,0,3,0,0,0,0,3,0,8,0,1
2019,2,40411,AREQUIPA,CASTILLA,TIPAN,GOBIERNO REGIONAL,I-1,1400,PUESTO DE SALUD TIPAN,4,8,0,0,0,0,2,0,0,0,0,1,0,1,0,0
2019,2,130705,LA LIBERTAD,PACASMAYO,SAN JOSE,GOBIERNO REGIONAL,I-3,5297,SAN JOSE,3,9,0,2,0,0,4,1,0,1,0,2,0,9,0,1
2019,2,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,16121,CENTRO MEDICO AVENDAÑO S.A.C.,5,15,5,1,0,0,13,0,1,1,0,0,0,5,0,0
2019,2,70102,CALLAO,CALLAO,BELLAVISTA,GOBIERNO REGIONAL,III-1,6218,NAC. DANIEL A. CARRION,101,101,527,264,0,238,329,8,12,11,62,31,13,635,26,3
2019,2,50601,AYACUCHO,LUCANAS,PUQUIO,ESSALUD,I-3,11438,CENTRO DE ATENCION PRIMARIA II PUQUIO,6,9,0,2,0,0,3,2,1,1,0,2,1,1,1,1
2019,2,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,GOBIERNO REGIONAL,I-3,1236,CERRO COLORADO,11,22,0,5,0,0,4,3,0,1,0,3,0,9,2,0
2019,2,100102,HUANUCO,HUANUCO,AMARILIS,GOBIERNO REGIONAL,II-E,756,CARLOS SHOWING FERRARI,12,24,54,29,0,0,42,2,1,1,0,27,1,0,102,2
2019,2,240304,TUMBES,ZARUMILLA,PAPAYAL,GOBIERNO REGIONAL,I-3,1891,C.S. PAPAYAL,4,4,0,1,1,0,1,1,0,0,0,1,0,3,0,1
2019,2,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,13900,OFTALMOSALUD,3,3,0,7,0,0,2,0,0,0,0,0,0,1,1,1
2019,2,240301,TUMBES,ZARUMILLA,ZARUMILLA,GOBIERNO REGIONAL,I-4,1896,CENTRO DE SALUD ZARUMILLA,9,18,10,7,0,0,8,2,2,1,1,7,0,25,1,1
2019,2,240302,TUMBES,ZARUMILLA,AGUAS VERDES,GOBIERNO REGIONAL,I-2,1886,CUCHARETA BAJA,3,4,0,1,1,0,1,0,0,0,0,2,0,2,0,0
2019,2,210307,PUNO,CARABAYA,ITUATA,GOBIERNO REGIONAL,I-2,2971,PUESTO DE SALUD ITUATA,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2019,2,210309,PUNO,CARABAYA,SAN GABAN,GOBIERNO REGIONAL,I-2,2984,PUERTO MANOA,3,3,0,1,1,0,2,0,0,0,0,0,0,0,2,0
2019,2,210305,PUNO,CARABAYA,CORANI,GOBIERNO REGIONAL,I-3,2970,CENTRO SALUD ISIVILLA,5,5,2,1,1,0,2,1,0,1,0,2,0,0,5,1
2019,2,210305,PUNO,CARABAYA,CORANI,GOBIERNO REGIONAL,I-1,2969,PUESTO DE SALUD CHACACONIZA,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2019,2,210307,PUNO,CARABAYA,ITUATA,GOBIERNO REGIONAL,I-2,2973,UPINA,3,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0
2019,2,210307,PUNO,CARABAYA,ITUATA,GOBIERNO REGIONAL,I-2,2972,TAMBILLO,4,4,0,1,1,0,2,1,0,0,0,1,0,0,3,0
2019,2,210308,PUNO,CARABAYA,OLLACHEA,GOBIERNO REGIONAL,I-3,2977,OLLACHEA,3,3,2,2,1,0,2,1,0,0,0,2,0,0,4,1
2019,2,210309,PUNO,CARABAYA,SAN GABAN,GOBIERNO REGIONAL,I-1,2982,CUESTA BLANCA,3,3,0,1,1,0,2,0,0,0,0,0,0,0,1,0
2019,2,210309,PUNO,CARABAYA,SAN GABAN,GOBIERNO REGIONAL,I-2,6701,LOROMAYO,3,3,0,1,1,0,2,0,0,0,0,1,0,0,1,0
2019,2,210305,PUNO,CARABAYA,CORANI,GOBIERNO REGIONAL,I-1,7404,PUESTO DE SALUD QUELCAYA,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2019,2,210303,PUNO,CARABAYA,AYAPATA,GOBIERNO REGIONAL,I-1,9913,KCANA,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,2,210307,PUNO,CARABAYA,ITUATA,GOBIERNO REGIONAL,I-1,24140,Puesto de Salud Pago Carabaya,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,13383,CLINICA SANTA ISABEL,16,76,28,55,0,0,40,0,0,1,2,22,2,64,1,0
2019,2,210303,PUNO,CARABAYA,AYAPATA,GOBIERNO REGIONAL,I-4,2965,AYAPATA,4,4,2,1,0,0,2,1,0,1,0,2,1,0,5,0
2019,2,210308,PUNO,CARABAYA,OLLACHEA,GOBIERNO REGIONAL,I-2,2980,PUESTO DE SALUD PUMACHANCA,3,3,0,1,0,0,2,0,0,0,0,1,0,0,2,1
2019,2,210305,PUNO,CARABAYA,CORANI,GOBIERNO REGIONAL,I-1,7403,PUESTO DE SALUD AYMAÑA,3,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0
2019,2,210302,PUNO,CARABAYA,AJOYANI,GOBIERNO REGIONAL,I-3,2964,AJOYANI,3,3,2,1,1,0,2,1,0,0,0,1,0,0,2,1
2019,2,210308,PUNO,CARABAYA,OLLACHEA,GOBIERNO REGIONAL,I-1,2979,CHACANEQUE,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019,2,210301,PUNO,CARABAYA,MACUSANI,GOBIERNO REGIONAL,I-2,2976,PUESTO DE SALUD TANTAMACO,3,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0
2019,2,210308,PUNO,CARABAYA,OLLACHEA,GOBIERNO REGIONAL,I-2,2978,AZAROMA,3,3,0,1,1,0,2,0,0,0,0,1,0,0,2,0
2019,2,210303,PUNO,CARABAYA,AYAPATA,GOBIERNO REGIONAL,I-1,2966,TAYPE,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2019,2,210309,PUNO,CARABAYA,SAN GABAN,GOBIERNO REGIONAL,I-4,2981,SAN GABAN,5,5,3,2,0,0,1,1,1,1,0,4,0,0,5,1
2019,2,210301,PUNO,CARABAYA,MACUSANI,GOBIERNO REGIONAL,I-2,2975,PACAJE,3,3,0,0,0,0,1,0,0,0,0,1,0,0,2,0
2019,2,210309,PUNO,CARABAYA,SAN GABAN,GOBIERNO REGIONAL,I-1,2983,LECHEMAYO,3,3,0,1,1,0,1,0,0,0,0,1,0,0,2,0
2019,2,210301,PUNO,CARABAYA,MACUSANI,GOBIERNO REGIONAL,I-1,19093,TAYACCUCHO,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,2,210301,PUNO,CARABAYA,MACUSANI,GOBIERNO REGIONAL,II-1,2974,HOSPITAL SAN MARTÍN DE PORRES,13,13,18,12,0,0,23,3,2,4,1,14,3,4,28,3
2019,2,120906,JUNIN,CHUPACA,SAN JUAN DE YSCOS,GOBIERNO REGIONAL,I-1,658,TINYARI GRANDE,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2019,2,120902,JUNIN,CHUPACA,AHUAC,GOBIERNO REGIONAL,I-2,647,AHUAC,7,9,0,1,0,0,2,0,0,0,0,1,0,3,0,0
2019,2,120901,JUNIN,CHUPACA,CHUPACA,GOBIERNO REGIONAL,I-4,646,PEDRO SANCHEZ MEZA - CHUPACA,29,30,14,8,1,0,18,4,1,1,1,13,1,27,1,1
2019,2,120902,JUNIN,CHUPACA,AHUAC,GOBIERNO REGIONAL,I-1,648,HUARISCA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019,2,120903,JUNIN,CHUPACA,CHONGOS BAJO,GOBIERNO REGIONAL,I-3,649,CHONGOS BAJO,9,18,0,2,1,0,3,2,0,0,2,3,1,5,1,0
2019,2,120906,JUNIN,CHUPACA,SAN JUAN DE YSCOS,GOBIERNO REGIONAL,I-1,657,TINYARI CHICO,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019,2,61002,CAJAMARCA,SAN MARCOS,CHANCAY,GOBIERNO REGIONAL,I-1,4493,SOCCHAGON,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2019,2,61006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,GOBIERNO REGIONAL,I-2,4494,PUESTO DE SALUD SHIRAC,3,3,0,1,1,0,2,0,0,0,0,2,0,3,0,1
2019,2,61005,CAJAMARCA,SAN MARCOS,ICHOCAN,GOBIERNO REGIONAL,I-3,4489,ICHOCAN,6,10,0,2,0,0,2,1,1,0,0,1,0,6,2,1
2019,2,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,PRIVADO,II-1,13373,CLINICA PERUANO AMERICANA S. A.,91,93,44,95,0,0,20,3,2,1,3,1,3,23,1,0
2019,2,110101,ICA,ICA,ICA,PRIVADO,II-E,9627,SAN MARTIN,8,11,8,13,0,0,6,0,1,0,0,0,1,7,0,2
